vehicle_id,start_ts,end_ts,start_battery,end_battery,duration_minutes,ignition_state
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-11 15:22:21.020000+00:00,2021-10-11 16:29:34.002000+00:00,22.3,81.5,67.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-11 18:58:09.020000+00:00,2021-10-11 19:49:18.103000+00:00,45.0,102.0,51.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-11 21:39:21.020000+00:00,2021-10-11 21:40:23.002000+00:00,38.0,101.0,1.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-11 22:25:37.011000+00:00,2021-10-11 22:48:42.002000+00:00,28.6,51.3,23.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-12 02:08:10+00:00,2021-10-12 02:29:40.002000+00:00,46.2,64.3,21.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-12 14:02:58.029000+00:00,2021-10-12 14:05:02.029000+00:00,45.8,106.0,2.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-12 14:08:46+00:00,2021-10-12 14:14:52.040000+00:00,45.4,106.0,6.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-12 14:15:54.011000+00:00,2021-10-12 14:46:28.002000+00:00,44.3,69.0,30.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-13 15:02:35+00:00,2021-10-13 17:48:24.002000+00:00,40.3,104.0,165.8,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-14 19:03:13.024000+00:00,2021-10-14 20:00:36.002000+00:00,36.8,80.0,57.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-16 04:03:45+00:00,2021-10-16 04:30:11.002000+00:00,29.4,58.8,26.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-16 22:08:33.020000+00:00,2021-10-16 23:08:31.020000+00:00,43.5,110.0,60.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-17 16:19:29.020000+00:00,2021-10-17 16:42:40.002000+00:00,64.3,75.6,23.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-17 17:32:15.020000+00:00,2021-10-17 17:35:55.017000+00:00,66.6,108.0,3.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-17 18:59:30.020000+00:00,2021-10-17 19:01:03.011000+00:00,55.6,102.0,1.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-18 00:30:38.011000+00:00,2021-10-18 01:14:17.002000+00:00,29.4,72.1,43.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-18 15:21:39.020000+00:00,2021-10-18 16:21:19.037000+00:00,39.6,106.0,59.7,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-18 17:55:36.040000+00:00,2021-10-18 18:02:49.020000+00:00,76.8,102.0,7.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-18 23:13:15+00:00,2021-10-18 23:46:49.203000+00:00,56.8,76.8,33.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-19 01:26:55.002000+00:00,2021-10-19 01:27:26.011000+00:00,65.4,104.0,0.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-19 15:33:21.002000+00:00,2021-10-19 16:22:05.007000+00:00,48.2,76.8,48.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-19 19:24:27.002000+00:00,2021-10-19 20:06:34.002000+00:00,48.2,77.6,42.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-20 12:46:32.011000+00:00,2021-10-20 13:51:19.002000+00:00,22.3,80.0,64.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-20 19:59:10.011000+00:00,2021-10-20 20:26:49.019000+00:00,35.2,105.0,27.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-20 20:59:22.011000+00:00,2021-10-20 22:01:46.002000+00:00,21.9,78.0,62.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-21 13:16:36.020000+00:00,2021-10-21 14:17:57.002000+00:00,39.6,79.6,61.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-21 15:43:13.002000+00:00,2021-10-21 15:47:52.011000+00:00,60.0,108.0,4.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-21 17:13:27.020000+00:00,2021-10-21 18:07:20.002000+00:00,36.0,80.3,53.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-21 19:50:23.033000+00:00,2021-10-21 19:58:08.029000+00:00,67.8,103.0,7.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-21 21:52:56.020000+00:00,2021-10-21 21:56:56+00:00,45.0,107.0,4.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-22 13:29:37.002000+00:00,2021-10-22 14:17:50.002000+00:00,34.1,76.0,48.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-22 19:10:44.002000+00:00,2021-10-22 19:53:23.002000+00:00,36.0,77.2,42.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-22 20:16:55.029000+00:00,2021-10-22 20:24:09.015000+00:00,76.0,103.0,7.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-23 00:59:50.020000+00:00,2021-10-23 01:27:17.002000+00:00,45.4,65.4,27.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-23 03:38:20.002000+00:00,2021-10-23 04:08:02.002000+00:00,43.9,72.1,29.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-23 15:30:05.020000+00:00,2021-10-23 16:39:31.011000+00:00,48.2,106.0,69.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-23 21:34:41.020000+00:00,2021-10-23 22:07:10.002000+00:00,38.8,67.8,32.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-24 16:04:05.029000+00:00,2021-10-24 16:54:17.002000+00:00,48.2,80.0,50.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-24 17:49:34.011000+00:00,2021-10-24 17:50:05.020000+00:00,62.7,107.0,0.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-24 18:16:57.029000+00:00,2021-10-24 18:17:59.011000+00:00,47.8,108.0,1.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-24 18:22:07.011000+00:00,2021-10-24 19:11:09.002000+00:00,43.1,80.3,49.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-25 00:28:18.002000+00:00,2021-10-25 01:05:05.002000+00:00,53.3,80.0,36.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-25 01:37:38.033000+00:00,2021-10-25 01:48:11+00:00,74.9,104.0,10.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-25 13:11:34.002000+00:00,2021-10-25 14:00:31.002000+00:00,52.1,80.3,49.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-25 17:59:52.020000+00:00,2021-10-25 18:04:00.020000+00:00,57.2,104.0,4.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-25 23:18:17.029000+00:00,2021-10-25 23:59:31.002000+00:00,39.6,71.3,41.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-26 13:24:20.029000+00:00,2021-10-26 14:19:45.002000+00:00,40.7,80.0,55.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-26 15:21:15.002000+00:00,2021-10-26 15:24:53.002000+00:00,71.3,102.0,3.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-26 15:25:55.020000+00:00,2021-10-26 15:27:58.020000+00:00,70.9,108.0,2.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-26 16:06:38.002000+00:00,2021-10-26 16:08:11.002000+00:00,66.2,103.0,1.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-26 16:32:59.011000+00:00,2021-10-26 18:31:37.002000+00:00,59.2,104.0,118.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-27 00:03:49.839000+00:00,2021-10-27 00:06:24.892000+00:00,72.5,110.0,2.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-27 15:11:50.002000+00:00,2021-10-27 15:55:17.002000+00:00,59.6,80.0,43.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-27 20:10:36.011000+00:00,2021-10-27 20:18:52.011000+00:00,58.8,101.0,8.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-27 22:24:06.002000+00:00,2021-10-27 22:37:01.012000+00:00,45.0,109.0,12.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-28 02:23:02.011000+00:00,2021-10-28 02:28:12.011000+00:00,37.2,105.0,5.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-28 02:28:19.019000+00:00,2021-10-28 03:16:42.002000+00:00,36.8,80.7,48.4,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-28 16:00:49.011000+00:00,2021-10-28 16:53:54.002000+00:00,49.8,80.3,53.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-28 18:16:41.029000+00:00,2021-10-28 18:33:17.002000+00:00,71.3,110.0,16.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-28 18:34:19.020000+00:00,2021-10-28 18:35:52.011000+00:00,70.5,107.0,1.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-29 13:20:40+00:00,2021-10-29 14:12:14.002000+00:00,34.1,80.0,51.6,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-29 15:14:44.029000+00:00,2021-10-29 15:53:06.025000+00:00,58.8,107.0,38.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-29 23:17:50.029000+00:00,2021-10-30 00:01:33.002000+00:00,37.2,75.6,43.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-30 01:43:02.011000+00:00,2021-10-30 02:27:04.061000+00:00,54.5,78.8,44.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-30 15:07:27+00:00,2021-10-30 15:58:16.002000+00:00,35.6,80.0,50.8,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-31 01:03:32.268000+00:00,2021-10-31 01:51:05.373000+00:00,33.3,78.4,47.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-31 03:46:36+00:00,2021-10-31 04:12:30.002000+00:00,53.3,70.5,25.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-31 15:25:38.029000+00:00,2021-10-31 16:19:33.002000+00:00,39.2,80.0,53.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-31 23:17:46.002000+00:00,2021-10-31 23:48:54.002000+00:00,55.6,76.8,31.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-01 14:10:58.037000+00:00,2021-11-01 14:49:59.002000+00:00,60.0,80.0,39.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-01 15:07:53.020000+00:00,2021-11-01 15:10:28.029000+00:00,78.4,106.0,2.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-01 16:17:26.020000+00:00,2021-11-01 17:12:27.002000+00:00,45.8,101.0,55.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-01 18:38:07.020000+00:00,2021-11-01 19:17:12.002000+00:00,65.0,80.0,39.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-02 13:06:14.011000+00:00,2021-11-02 14:08:24.002000+00:00,39.2,79.6,62.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-02 14:47:25.020000+00:00,2021-11-02 14:53:37.020000+00:00,71.7,105.0,6.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-02 15:34:26.002000+00:00,2021-11-02 15:46:19.029000+00:00,65.4,105.0,11.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-03 15:05:16.029000+00:00,2021-11-03 16:02:02.002000+00:00,35.6,110.0,56.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-03 18:18:28.029000+00:00,2021-11-03 18:40:15.002000+00:00,71.3,80.3,21.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-03 20:34:36.011000+00:00,2021-11-03 21:15:48.002000+00:00,44.3,74.9,41.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-04 13:20:50.016000+00:00,2021-11-04 14:09:04.006000+00:00,30.5,77.2,48.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-04 14:54:24.029000+00:00,2021-11-04 15:00:36.029000+00:00,71.7,103.0,6.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-04 18:13:07.029000+00:00,2021-11-04 18:47:47.002000+00:00,44.3,80.3,34.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-04 19:36:21.024000+00:00,2021-11-04 19:36:52.006000+00:00,79.2,108.0,0.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-05 13:23:19.020000+00:00,2021-11-05 14:04:20.002000+00:00,61.5,77.6,41.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-05 15:36:49.029000+00:00,2021-11-05 15:59:47.002000+00:00,60.0,74.1,23.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-06 00:03:59.011000+00:00,2021-11-06 00:25:42.002000+00:00,48.6,64.3,21.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-06 01:50:26.033000+00:00,2021-11-06 02:33:08.002000+00:00,48.6,81.1,42.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-06 15:05:08.002000+00:00,2021-11-06 15:44:45.002000+00:00,60.7,80.3,39.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-06 17:48:25.011000+00:00,2021-11-06 18:12:13.029000+00:00,58.0,105.0,23.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-06 19:52:49.029000+00:00,2021-11-06 19:54:52+00:00,41.9,107.0,2.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-07 15:38:41.006000+00:00,2021-11-07 16:37:28.002000+00:00,32.9,78.0,58.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-08 04:20:08.029000+00:00,2021-11-08 05:21:13+00:00,28.6,103.0,61.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-08 15:02:58+00:00,2021-11-08 15:03:24.022000+00:00,78.4,106.0,0.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-08 18:34:50.018000+00:00,2021-11-08 19:28:25.139000+00:00,43.5,80.0,53.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-08 20:39:11.029000+00:00,2021-11-08 20:43:50.002000+00:00,76.0,109.0,4.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-09 16:44:59.002000+00:00,2021-11-09 17:17:28.002000+00:00,56.4,74.9,32.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-09 21:44:42.011000+00:00,2021-11-09 22:21:57.002000+00:00,49.0,75.6,37.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-10 16:07:30.020000+00:00,2021-11-10 16:13:11.011000+00:00,63.5,107.0,5.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-10 16:22:29.002000+00:00,2021-11-10 16:48:03.002000+00:00,61.5,79.6,25.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-10 21:02:33.002000+00:00,2021-11-10 21:14:02.007000+00:00,63.5,107.0,11.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-11 01:07:51.029000+00:00,2021-11-11 01:12:30.002000+00:00,49.8,109.0,4.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-11 01:13:32.020000+00:00,2021-11-11 01:18:01+00:00,48.6,101.0,4.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-11 01:23:07+00:00,2021-11-11 02:20:13.011000+00:00,47.8,108.0,57.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-11 02:21:15.040000+00:00,2021-11-11 02:24:52.029000+00:00,80.3,107.0,3.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-11 16:37:39.002000+00:00,2021-11-11 17:00:47.002000+00:00,67.0,77.6,23.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-11 20:33:34.020000+00:00,2021-11-11 20:38:57.091000+00:00,67.4,102.0,5.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-12 16:13:25.011000+00:00,2021-11-12 16:54:41.002000+00:00,41.9,70.1,41.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-12 20:52:03.020000+00:00,2021-11-12 20:55:09.002000+00:00,49.8,105.0,3.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-13 01:23:02.011000+00:00,2021-11-13 02:14:32.002000+00:00,31.3,80.7,51.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-13 16:01:26.029000+00:00,2021-11-13 16:46:02.002000+00:00,54.5,79.6,44.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-13 19:23:57.020000+00:00,2021-11-13 19:25:30.011000+00:00,47.0,106.0,1.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-14 00:38:30+00:00,2021-11-14 01:30:28.002000+00:00,33.7,78.8,52.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-14 01:37:43.020000+00:00,2021-11-14 01:44:26.029000+00:00,77.2,108.0,6.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-14 02:16:28.020000+00:00,2021-11-14 02:21:38.011000+00:00,72.1,106.0,5.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-14 02:22:40.029000+00:00,2021-11-14 02:28:21.020000+00:00,71.7,103.0,5.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-14 02:41:47.011000+00:00,2021-11-14 02:47:59.011000+00:00,63.1,107.0,6.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-14 03:10:12.011000+00:00,2021-11-14 03:20:01.011000+00:00,59.6,106.0,9.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-14 04:15:49.029000+00:00,2021-11-14 04:44:44.002000+00:00,47.8,72.1,28.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-14 16:02:29.011000+00:00,2021-11-14 16:58:12.002000+00:00,32.9,80.3,55.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-14 18:59:35.011000+00:00,2021-11-14 19:23:17.002000+00:00,54.5,74.1,23.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-15 14:22:48.150000+00:00,2021-11-15 15:16:29.002000+00:00,43.9,80.3,53.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-15 16:14:21.020000+00:00,2021-11-15 16:54:02.002000+00:00,70.5,87.4,39.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-15 20:29:24.040000+00:00,2021-11-15 20:36:38.020000+00:00,74.9,104.0,7.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-16 14:14:16.743000+00:00,2021-11-16 14:49:00.800000+00:00,46.6,71.3,34.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-16 15:25:00.176000+00:00,2021-11-16 15:26:33.207000+00:00,69.0,102.0,1.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-16 20:37:59+00:00,2021-11-16 21:33:11.002000+00:00,27.8,78.8,55.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-17 15:45:06.748000+00:00,2021-11-17 16:57:11.089000+00:00,34.5,101.0,72.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-17 20:18:18.020000+00:00,2021-11-17 20:44:18.002000+00:00,54.5,73.3,26.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-17 21:47:50.002000+00:00,2021-11-17 22:48:15.002000+00:00,55.2,79.6,60.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-18 21:36:44.020000+00:00,2021-11-18 22:17:29.002000+00:00,55.6,74.9,40.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-18 23:18:36.020000+00:00,2021-11-18 23:20:40.020000+00:00,61.9,110.0,2.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-19 01:40:54.020000+00:00,2021-11-19 02:19:53.002000+00:00,58.4,80.0,39.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-19 14:44:32.029000+00:00,2021-11-19 14:48:09+00:00,74.9,103.0,3.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-19 16:15:35.029000+00:00,2021-11-19 16:47:27.002000+00:00,62.3,79.6,31.9,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-20 01:22:17.029000+00:00,2021-11-20 01:43:30.038000+00:00,71.3,104.0,21.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-20 01:44:32.011000+00:00,2021-11-20 02:23:35.002000+00:00,70.9,85.8,39.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-20 18:09:27.002000+00:00,2021-11-20 18:38:29.022000+00:00,71.7,106.0,29.0,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-20 18:47:16.020000+00:00,2021-11-20 20:46:49.016000+00:00,68.2,109.0,119.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-21 21:20:02+00:00,2021-11-21 21:41:46.020000+00:00,51.7,106.0,21.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-21 22:57:51.011000+00:00,2021-11-21 23:34:26.020000+00:00,50.1,103.0,36.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-22 04:15:47.002000+00:00,2021-11-22 05:12:56.002000+00:00,36.0,80.0,57.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-22 17:00:42.011000+00:00,2021-11-22 19:21:03.002000+00:00,71.7,82.3,140.3,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-22 21:54:59.029000+00:00,2021-11-23 00:03:09.002000+00:00,67.4,78.8,128.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 14:18:03.011000+00:00,2021-11-23 14:52:51.002000+00:00,51.7,70.1,34.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 15:50:44.029000+00:00,2021-11-23 15:58:29.020000+00:00,63.9,106.0,7.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 16:27:25.002000+00:00,2021-11-23 16:59:29.002000+00:00,55.6,77.6,32.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 21:04:19.016000+00:00,2021-11-23 21:12:05.011000+00:00,64.7,103.0,7.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 21:29:08.029000+00:00,2021-11-23 21:33:47.002000+00:00,62.3,104.0,4.6,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-24 00:47:22.029000+00:00,2021-11-24 01:40:30.002000+00:00,37.6,81.1,53.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-24 16:28:45.275000+00:00,2021-11-24 17:12:26.310000+00:00,54.5,81.1,43.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-25 01:48:59.011000+00:00,2021-11-25 02:26:13.002000+00:00,57.2,78.4,37.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-25 18:38:33.837000+00:00,2021-11-25 19:27:54.894000+00:00,55.2,82.7,49.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-26 16:59:52+00:00,2021-11-26 18:30:00+00:00,74.9,78.0,90.1,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-27 02:37:19+00:00,2021-11-27 03:30:46+00:00,51.7,85.0,53.4,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-27 17:33:28.020000+00:00,2021-11-27 17:46:50.002000+00:00,73.3,78.8,13.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-27 19:01:53.024000+00:00,2021-11-28 02:25:59.002000+00:00,67.4,104.0,444.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-28 16:50:09.006000+00:00,2021-11-28 17:44:57.002000+00:00,42.7,78.8,54.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-28 23:51:48.029000+00:00,2021-11-28 23:55:33+00:00,59.6,109.0,3.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-29 04:17:53+00:00,2021-11-29 05:01:03.002000+00:00,50.5,80.0,43.2,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-29 15:24:36+00:00,2021-11-29 15:27:06.006000+00:00,81.1,108.0,2.5,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-29 16:35:18.002000+00:00,2021-11-29 19:23:08+00:00,59.2,80.3,167.8,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-29 21:25:39.029000+00:00,2021-11-29 22:13:23.002000+00:00,45.0,76.4,47.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-30 15:02:58+00:00,2021-11-30 16:16:20.002000+00:00,30.9,81.1,73.4,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-30 19:02:44.029000+00:00,2021-11-30 19:47:58.002000+00:00,41.5,77.2,45.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-30 20:47:54.020000+00:00,2021-11-30 21:05:00.012000+00:00,65.4,101.0,17.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-30 21:39:06.020000+00:00,2021-11-30 22:31:50.086000+00:00,43.1,101.0,52.7,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-01 14:26:01+00:00,2021-12-01 15:01:25.002000+00:00,47.4,70.5,35.4,0
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-01 18:03:01.012000+00:00,2021-12-01 18:55:12.054000+00:00,36.8,80.7,52.2,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-03 14:28:53.011000+00:00,2021-12-03 15:14:00.002000+00:00,40.0,70.9,45.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-03 15:38:47.002000+00:00,2021-12-03 15:41:53.029000+00:00,67.0,104.0,3.1,1
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-03 18:43:38.002000+00:00,2021-12-03 19:32:18.002000+00:00,49.0,80.3,48.7,1
